user_id,product_id
65,11819155539
65,100010077605
65,100019031805
65,100160986751
66,100002187047
66,100017016045
66,100269228340
66,10037128752741
67,13065559672
67,100000006199
67,100012736860
67,100136079282
68,100000987566
68,10121602694516
69,3197421
69,69673075023
69,100008149331
69,100111748405
69,100154268291
69,10038280123718
69,10042124137320
70,3409140
70,100008164593
70,100017016045
70,100112272948
70,100249994404
71,100010609721
71,100111748405
72,3409140
72,100017016045
72,100051205958
72,100154268303
72,100288929442
73,4246893
73,100006970791
73,100008164593
73,100136079282
74,5191216
74,100006970791
74,100037409692
74,100136079282
74,10042124137321
75,13065559672
75,100009013165
75,100064236882
75,100136079282
75,100205817100
76,100002187047
76,100064200322
76,100114512933
77,100002187047
78,100017016045
78,100017348122
78,100111748405
78,100136079282
79,100002187045
79,100044674722
79,100136079282
79,100153216861
79,100201827671
79,100268921828
79,10109147342652
80,4246911
80,11819155538
80,69673075023
80,100006970787
80,100288929442
80,10098681688567
81,69673075023
82,100010609721
82,100012736860
82,100017016045
82,100098831534
82,100114512933
82,100171913423
82,100230260134
82,10042124137320
83,1682006
83,100136079282
83,100215876924
84,13065559672
84,100230694872
85,3627132
85,69673075023
85,100017016045
85,100112272948
85,100136079282
85,100288929438
85,10042124137320
85,10192694267563
86,100019031805
86,100037037990
86,100064200322
86,100114512933
86,100171913423
86,100203043497
86,10037128752741
86,10042124137320
87,100000006199
87,100021518453
87,100216501267
87,100230694872
87,10037128752741
88,4246911
88,69673075023
88,71577466395
88,100002187045
89,4246911
89,11819155538
89,11819155539
89,13065559672
89,100010077605
89,10042124137320
90,13065559672
90,100014638332
90,100014638362
90,100017016045
90,100064200322
90,100111748405
90,10042124137321
91,10042124137320
92,100002187047
92,100012706282
92,100019031805
92,100062064069
92,10037128752741
92,10042124137320
92,10087901051820
93,69673075023
93,100012706282
93,100021518453
94,100059257824
94,100112272948
94,100177740335
94,10037128752741
94,10042124137321
94,10062595082028
94,10192694267563
95,4246911
96,3627132
96,5475198
96,13065559672
96,100006970791
96,100009013165
96,100017016045
96,100216501269
97,3627132
97,100000006199
97,100017016045
97,100019031805
97,100209270507
97,10037128752741
97,10098681688567
98,3197429
98,3409140
98,3627320
98,13065559672
98,69673075023
98,10109147342652
99,100115256936
100,5191216
100,13065559672
100,100071138925
100,100136079284
101,5191106
101,11819155540
101,100114512933
101,100205817100
101,100222208820
102,3197421
102,5191106
102,10121602694516
103,13065559672
103,100009013165
103,100098831534
103,10043933515880
103,10087901051820
104,5088099
104,100112272948
104,100230694872
104,10042124137320
105,100071138925
105,100276002028
106,100008164593
107,3197317
107,3627320
107,100017016045
107,100021664928
107,100136079282
108,100017016045
108,100121467835
108,100162461068
108,100199060254
108,10037128752741
108,10121602694516
109,100017348122
109,100114512933
109,100230694872
109,10037128752741
109,10062595082028
110,69673075023
110,100000006199
110,100006970791
110,100017016045
110,10070360645999
111,69673075023
111,100006970791
111,100008149331
111,100008164593
111,100021518453
111,100032385481
111,100080216960
111,100136079284
112,1682006
112,100000006199
112,100160560411
112,10042124137320
112,10098656892439
113,69673075023
113,100014638332
114,100021664928
114,100136079282
114,100154268303
114,100268823874
115,100002187047
115,100014638332
116,100002187047
116,100019031805
116,100059257824
116,100111748405
117,69673075023
117,100002187047
117,100008164593
117,100017016045
117,100064200322
117,100171913423
117,10212550372913
118,5191106
118,13065559672
118,100021518453
118,100059257824
118,100216501269
119,100002187047
119,100008164593
119,10037128752741
119,10192694267563
120,71577466395
120,100064236882
120,10159600685389
